,id,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,Class
10,9.55248089148266e-06,9.2051179499742e-05,0.00010247206774499582,0.7064076987398503,0.7064493822928313,0.00038383605036684874,1.1289295599024962e-05,4.168355298101525e-05,0.04376165177858961,6.599895888660747e-05,0.00012418225158927459,0.0014650032058119316,0.0,8.68407353771151e-07,0.00013026110306567265,1.0915880436903368e-07,2.019915504871697e-07,2.1710183844278775e-07,6.165692211775172e-09,8.016268282661495e-07,8.68407353771151e-07,8.68407353771151e-07,2.2972848136662027e-06,9.371852161898261e-07,1.459966443160059e-06,6.513055153283632e-07,-9.491692376718679e-08,7.478724130677152e-07,8.68407353771151e-07,0.0,0.0,0.0,0.0,0.0,1
11,7.793058497432108e-05,0.003279578784336012,0.0033445209384812794,0.6923093400502103,0.69272496983674,0.0018443571777255988,0.0002727570474101238,0.00044810086360234615,0.2017233192060301,0.0006299388952090954,0.000772811634328684,0.010955741404306638,0.0,6.494215414526756e-06,0.0009741323121790134,3.888086768677169e-06,3.612082613559782e-06,1.015045869290532e-06,3.831587094570786e-08,1.5462726901988206e-06,6.023384796973566e-06,6.494215414526756e-06,1.593225867645849e-05,6.494215414526756e-06,1.1729851881718227e-05,5.479818966777677e-06,-9.449083428136429e-07,5.87596610706381e-06,6.494215414526756e-06,0.0,0.0,0.0,0.0,0.0,1
12,4.980544907384961e-05,0.00017623466595362167,0.00022220892663717517,0.6867711684677025,0.6869780526407785,0.0018389704273421392,5.746782585444185e-05,0.00020688417307599067,0.23740341979308957,0.0003907812158102046,0.0006053277656667875,0.00646321481442956,0.0,3.831188390296123e-06,0.0005746782585444185,2.0879976727113873e-07,9.934271496037848e-07,8.512900603237986e-07,2.720143757110248e-08,3.064950712236899e-06,3.831188390296123e-06,3.831188390296123e-06,1.0272182312061966e-05,4.134618510807576e-06,6.637150767349004e-06,2.979898329972325e-06,3.294822015654666e-08,3.483699603296265e-06,3.831188390296123e-06,0.0,0.0,0.0,0.0,0.0,1
13,4.261262287718145e-05,0.0017684238494030304,0.0017958176783955042,0.7020246993489028,0.7022073248755193,0.0013179475504156836,6.696269309271372e-05,0.00018262552661649196,0.11845396032223361,0.000188713044170375,0.0003378572242405101,0.005134821056700365,0.0,3.0437587769415325e-06,0.00045656381654122987,2.0965410455573277e-06,6.029686137121176e-07,4.5656381654122984e-07,1.6131921517790122e-08,1.245201715646781e-06,3.0437587769415325e-06,3.0437587769415325e-06,8.02487001540635e-06,2.9043546249576104e-06,5.412107481279739e-06,2.5871949604003026e-06,-9.064313637731884e-07,2.5260154089837776e-06,3.0437587769415325e-06,0.0,0.0,0.0,0.0,0.0,1
14,2.8556828093849398e-05,0.0008586086313550719,0.0008871654594489214,0.7008664243302666,0.70099017058534,0.001385958056821491,5.7113656187698796e-05,0.00012945762069211728,0.13185258667492145,6.853638742523856e-05,0.00025320387576546467,0.0032116912662882623,0.0,1.90378853958996e-06,0.00028556828093849397,1.0179557321187514e-06,4.822296370781369e-07,4.393943949373628e-07,1.6943718002350644e-08,9.5189426979498e-07,1.8198314649940426e-06,1.90378853958996e-06,5.448833179160424e-06,2.2390457014117518e-06,3.451378243422638e-06,1.4643941446525972e-06,-4.888928969667017e-07,1.8824661079465525e-06,1.90378853958996e-06,0.0,0.0,0.0,0.0,0.0,1
15,2.2680292749338476e-05,0.000948319740581715,0.0009695825150342199,0.6967839538451767,0.6969710662603587,0.0015550175716265192,8.363357951318563e-05,0.0001885299334788761,0.16945013720349508,7.087591484168274e-05,0.00018994745177570974,0.0023913533667583755,0.0,1.4175182968336548e-06,0.0002126277445250482,1.1242337612187716e-06,6.322131603878101e-07,1.610300785203032e-07,1.2615912841819528e-08,3.60333151055115e-07,1.4068869096074023e-06,1.4175182968336548e-06,4.309539126033677e-06,1.6671432689060613e-06,3.005989300265448e-06,1.2564882183133516e-06,-2.1078497073916445e-07,1.4175182968336548e-06,1.4175182968336548e-06,0.0,0.0,0.0,0.0,0.0,1
16,1.4656603997433587e-05,0.00013449589550586116,0.00016553340985336757,0.6153945914188309,0.6156256484700846,0.004348700621356177,0.000143979580445377,0.00024312719572213364,0.4922127320458122,9.483684939515852e-06,0.00012328790421370605,0.0014544524084512036,0.0,8.621531763196228e-07,0.0001293229764479434,1.5941212230149827e-07,4.11419495739724e-07,1.1578717157972534e-07,1.8363862655607965e-08,1.8588022481451068e-07,8.193041634565376e-07,8.621531763196228e-07,3.1923807812762994e-06,1.341768988306229e-06,2.0933941274216764e-06,7.463660047398975e-07,-9.975112250018035e-08,8.621531763196228e-07,8.621531763196228e-07,0.0,0.0,0.0,0.0,0.0,1
17,1.6919040460241245e-05,8.459520230120622e-05,9.775445599250497e-05,0.7059554227237961,0.7060240388323292,0.0005188505741140648,3.571797430495374e-05,7.143594860990749e-05,0.05616181486107858,7.425578868661435e-05,0.00012595285675957372,0.0015856900698014988,0.0,9.399466922356247e-07,0.0001409920038353437,1.0029231206154117e-07,4.322814837591638e-07,1.8028177557079282e-07,7.801557545555686e-09,3.4627636141960417e-07,9.028187978923176e-07,9.399466922356247e-07,2.5772398354408593e-06,1.0772729039712494e-06,1.7514026716426396e-06,7.596649166648319e-07,-1.450337746119569e-07,9.322391293592926e-07,9.399466922356247e-07,0.0,0.0,0.0,0.0,0.0,1
18,1.590352405113366e-05,6.863626169436633e-05,7.449545476583663e-05,0.7070405463204635,0.7070614720100046,0.00011467277868449009,6.69622065310891e-06,2.0925689540965342e-05,0.012477570159486815,7.700653751075246e-05,0.00010546547528646533,0.0014120655302243413,0.0,8.370275816386137e-07,0.00012555413724579207,8.135908093527325e-08,1.8171868797374303e-07,2.3436772285881186e-07,3.4318130847183164e-09,7.32399133933787e-07,8.370275816386137e-07,8.370275816386137e-07,1.7884768336872258e-06,7.073720092427925e-07,1.170080856372618e-06,6.026598587798019e-07,-1.254704344876282e-07,2.509408689752564e-07,8.370275816386137e-07,0.0,0.0,0.0,0.0,0.0,1
19,0.0005102729060432809,0.04084734612876463,0.0411535098723906,0.5446908135559001,0.5453796819790586,0.005332351868152285,0.0003827046795324606,0.0006888684231584291,0.6329169990107834,0.002449309949007748,0.00359742398760513,0.04304151962475074,0.0,2.551364530216404e-05,0.005102729060432808,2.2375466929997866e-06,9.054792717738018e-06,1.13382639722817e-05,1.8114688164536472e-07,2.0410916241731235e-05,2.551364530216404e-05,2.551364530216404e-05,5.9194208465550794e-05,2.7534326010095433e-05,3.652023188551761e-05,1.4175381329882341e-05,-1.854842013467326e-06,1.368041661102036e-05,2.551364530216404e-05,0.0,0.0,0.0,0.0,0.0,1
20,0.00030590676083275145,0.00024763880638841785,0.00040787568111033527,0.6217627748868728,0.6222580524996497,0.0041370247655476864,0.00026220579499950124,0.0004952776127768357,0.4749420966757632,0.001267328009164256,0.0020539453941627595,0.024574509786897698,0.0,1.4566988611083402e-05,0.0029133977222166804,2.942531699438847e-07,3.5048174598266667e-06,4.712420815685481e-06,9.46854259720421e-08,8.901886740233067e-06,1.4566988611083402e-05,1.4566988611083402e-05,3.573719315957091e-05,1.5170061939582256e-05,2.2309343057874232e-05,9.85456779539792e-06,-1.5018565258026987e-06,8.992202069621784e-06,1.4566988611083402e-05,0.0,0.0,0.0,0.0,0.0,1
21,0.00017836744926848322,0.00034862728720658085,0.00042159578918005126,0.6995571360309911,0.6997922567595724,0.001240464533548997,0.00010539894729501281,0.00023512072858118243,0.14393442394833558,0.0008188687443689457,0.0010864199182716704,0.013677540314360508,0.0,8.107611330385601e-06,0.0016215222660771202,4.134881778496656e-07,3.3549295685135615e-06,2.515791795818652e-06,4.2970340051043684e-08,5.612899324025952e-06,8.107611330385601e-06,8.107611330385601e-06,1.7712698473493422e-05,7.736282731453941e-06,1.1856570809555902e-05,5.591819534566948e-06,-7.580616593910537e-07,3.5000558113274634e-06,8.107611330385601e-06,0.0,0.0,0.0,0.0,0.0,1
22,0.00014030614582086632,0.0003843168342049816,0.0004392192390914076,0.7044893587009889,0.7046052637779714,0.0006466283242179057,6.100267209602883e-05,0.00011590507698245478,0.08436059524159827,0.0006527285914275085,0.0009150400814404325,0.010291150782600064,0.0,6.100267209602883e-06,0.0012200534419205765,4.556899605573354e-07,2.3187115663700557e-06,2.889696577188886e-06,3.233141621089528e-08,5.490240488642595e-06,6.100267209602883e-06,6.100267209602883e-06,1.235487117960872e-05,5.820874971403071e-06,7.800411680919206e-06,3.2105706324139975e-06,1.1712513042437535e-07,1.7946986130651683e-06,6.100267209602883e-06,0.0,0.0,0.0,0.0,0.0,1
23,0.00011254083878879788,0.0003845145325283927,0.00043140654869039185,0.6988973656848996,0.6990802445479314,0.0012379492266767766,7.033802424299867e-05,0.00018287886303179653,0.15087506200123216,0.00043140654869039185,0.0006611774278841875,0.00791068312652925,0.0,4.6892016161999115e-06,0.0009378403232399823,4.5579039709463136e-07,1.5150810421941914e-06,1.2023112943936573e-06,2.7666289535579476e-08,3.1262907175204807e-06,4.6892016161999115e-06,4.6892016161999115e-06,1.1355370633789707e-05,4.6892016161999115e-06,7.460988691535679e-06,3.486890321806254e-06,-2.2461275741597576e-07,3.011405277923583e-06,4.6892016161999115e-06,0.0,0.0,0.0,0.0,0.0,1
24,9.535807765979406e-05,0.0002860742329793822,0.00032040314093690806,0.7031704646633214,0.7032963373258323,0.0007666789443847443,6.484349280865996e-05,0.0001335013087237117,0.10431792263670832,0.0004691617420861868,0.0005645198197459808,0.006434763080482904,0.0,3.8143231063917627e-06,0.0007628646212783525,3.390933241582277e-07,1.2327892279858177e-06,1.0401659111130337e-06,2.0215912463876342e-08,2.019302652523799e-06,3.5965252570167927e-06,3.8143231063917627e-06,8.785148978641508e-06,3.63962710811902e-06,5.792049637055892e-06,2.7741571952787288e-06,2.4030235570268103e-07,1.873976942170273e-06,3.8143231063917627e-06,0.0,0.0,0.0,0.0,0.0,1
25,8.635693763835274e-06,0.00045270963846567224,0.0004556989170762306,0.7070919339511036,0.7070995732186639,5.6796293600608916e-05,2.989278610558364e-06,7.63926756031582e-06,0.005528504719193774,2.5574939223666004e-05,3.6867769530219824e-05,0.0004560310591440704,0.0,3.3214206783981823e-07,1.328568271359273e-05,4.982131017597273e-10,5.775950559734439e-08,1.2996719114572087e-07,2.1921376477428002e-09,3.3214206783981823e-07,3.3214206783981823e-07,3.3214206783981823e-07,7.416732374863142e-07,3.1692996113275456e-07,4.5227785377748044e-07,2.0217487669409736e-07,-7.954802524763646e-08,1.1505401229971304e-07,3.3214206783981823e-07,0.0,0.0,0.0,0.0,0.0,1
26,8.101537865435819e-06,0.0004074773489356237,0.0004116781463473312,0.7070530155541297,0.7070647177754908,0.00011852249840174623,5.701082201602983e-06,1.1702221361185071e-05,0.01161880552686688,2.250427184843283e-05,3.540672104153432e-05,0.0004119782033053103,0.0,3.0005695797910436e-07,1.2002278319164175e-05,4.500854369686566e-10,8.299575457702028e-08,1.0772044791449847e-07,3.060580971386865e-09,2.2108196663900412e-07,3.0005695797910436e-07,3.0005695797910436e-07,7.791278970885424e-07,3.438952795398515e-07,4.77420625840553e-07,1.923365100646059e-07,-7.024333386290834e-08,2.506975883915417e-07,3.0005695797910436e-07,0.0,0.0,0.0,0.0,0.0,1
27,3.8058006897744413e-06,0.00019083372030154699,0.0001916492490207844,0.7071049915434898,0.7071074381296476,1.1553323522529554e-05,1.2232930788560705e-06,2.446586157712141e-06,0.0012162251632893465,1.3184380961004316e-05,1.6174652931541375e-05,0.0002211442043665363,0.0,1.3592145320623004e-07,5.436858128249202e-06,3.626384371542218e-08,2.8951269532927e-08,4.530262035363648e-08,5.029093768630512e-10,9.061883285259357e-08,1.3592145320623004e-07,1.3592145320623004e-07,2.622468518161003e-07,1.0577407488508823e-07,1.706222002097806e-07,9.061883285259357e-08,-2.4139650089426457e-08,2.9223112439339462e-08,1.3592145320623004e-07,0.0,0.0,0.0,0.0,0.0,1
28,4.724347965141797e-06,0.00020868585321884972,0.00021210693277981448,0.7058117212843658,0.7058526113305468,0.0005235880813781288,1.4987586648036046e-05,4.1215863282099124e-05,0.06001241474989312,5.375982167230321e-06,2.2807197073098333e-05,0.00022367343986688578,0.0,1.6290855052213094e-07,6.516342020885238e-06,1.684474412398834e-08,6.35669164137355e-08,1.3635445678702358e-08,2.4925008229886033e-09,3.719202208420249e-08,1.616215729730061e-07,1.6290855052213094e-07,5.713365775361653e-07,2.1539768550036153e-07,3.9093164868795764e-07,1.4927310484342858e-07,-1.7023943529562682e-08,1.6290855052213094e-07,1.6290855052213094e-07,0.0,0.0,0.0,0.0,0.0,1
29,4.3988494629528445e-06,7.184787456156313e-06,9.090955556769212e-06,0.7070936434356168,0.7070992153116031,5.6598529756659935e-05,2.1994247314764223e-06,5.5718759864069365e-06,0.005406919131546205,7.478044087019836e-06,1.8181911113538424e-05,0.00020132067708780854,0.0,1.466283154317615e-07,5.865132617270459e-06,1.0469261721827771e-08,3.205294975338306e-08,5.016154670920561e-08,1.392968996601734e-09,1.270827609847077e-07,1.466283154317615e-07,1.466283154317615e-07,3.7926880069579423e-07,1.633292805594391e-07,2.3164341271909682e-07,9.646676872255589e-08,-3.7199603625037885e-08,1.1469266833072384e-07,1.466283154317615e-07,0.0,0.0,0.0,0.0,0.0,1
30,1.1694222649519463e-05,0.00031310338061616626,0.0003157440115370255,0.7070787238145674,0.7070911725031943,6.865640394234007e-05,3.395096898247586e-06,1.2448688626907816e-05,0.00782796174839285,3.734606588072345e-05,4.9794754507631264e-05,0.000517940893477104,0.0,3.772329886941762e-07,1.5089319547767049e-05,2.9454351757241284e-07,8.001111690203478e-08,8.001111690203478e-08,1.9238882423402988e-09,2.934118186063303e-07,3.772329886941762e-07,3.772329886941762e-07,8.525842777477077e-07,3.1879959874544833e-07,5.728282933321066e-07,2.972218717921415e-07,-4.123156566427346e-08,1.4463112786534718e-07,3.772329886941762e-07,0.0,0.0,0.0,0.0,0.0,1
31,9.513493877387429e-06,2.70539982138205e-05,3.091885510150914e-05,0.7070229460896279,0.7070416757806991,0.00015667535229322422,5.648636989698786e-06,1.87296910711065e-05,0.014505997086230151,1.3972944132412786e-05,3.716208545854465e-05,0.0004123505002480114,0.0,2.9729668366835715e-07,1.1891867346734286e-05,3.900532489728846e-08,1.0598626772776931e-07,6.133230584078209e-08,2.7945888264825575e-09,2.0341039096588997e-07,2.9729668366835715e-07,2.9729668366835715e-07,8.091821136085346e-07,3.31158775938183e-07,5.34925922924475e-07,2.3593464815920823e-07,-8.226199237103443e-08,2.881102161430049e-07,2.9729668366835715e-07,0.0,0.0,0.0,0.0,0.0,1
32,8.069158597956974e-06,3.936771315972948e-05,4.107935286232641e-05,0.7070979227393944,0.7071037912183747,3.863415328718793e-05,2.2006796176246292e-06,5.868478980332345e-06,0.004078592891330979,1.9561596601107815e-05,2.9097874944147874e-05,0.00033914918107170674,0.0,2.445199575138477e-07,9.780798300553908e-06,5.677753413471543e-08,1.4548937472073938e-08,7.132647160678938e-08,1.2225997875692386e-09,1.9018762295427075e-07,2.445199575138477e-07,2.445199575138477e-07,5.37626030585697e-07,2.0664381609495266e-07,3.374864453606126e-07,1.7319348590705833e-07,-4.283989655642611e-08,7.093523967476722e-08,2.445199575138477e-07,0.0,0.0,0.0,0.0,0.0,1
33,8.933384808787466e-06,0.0003489275007667575,0.00035155496688698916,0.7070934351588614,0.7071007920639981,5.622777497295641e-05,2.6274661202316078e-06,7.356905136648502e-06,0.005192398546801704,1.8392262841621257e-05,2.9164873934570847e-05,0.000364429550876124,0.0,2.627466120231608e-07,1.313733060115804e-05,1.857618547003747e-08,6.192937645385899e-08,9.382681515347071e-08,1.8917756065667574e-09,2.627466120231608e-07,2.627466120231608e-07,2.627466120231608e-07,6.123047046587739e-07,2.627466120231608e-07,3.8024689691991833e-07,1.6891979686969008e-07,-7.317493144845028e-08,1.2165168136672346e-07,2.627466120231608e-07,0.0,0.0,0.0,0.0,0.0,1
34,6.3875353210792145e-06,0.0002283087624762885,0.00023250628568728343,0.7070452272397078,0.7070565423022765,0.0001814060031186497,5.292529266037063e-06,1.1315062568768894e-05,0.012565376982617858,2.7375151376053776e-06,2.171762009166933e-05,0.0002531288997239106,0.0,1.8250100917369184e-07,9.125050458684592e-06,2.97294143943944e-08,5.5279555678711265e-08,6.770787440343968e-08,3.0295167522832847e-09,1.44741550375655e-07,1.8250100917369184e-07,1.8250100917369184e-07,5.470285248972239e-07,2.485116241918162e-07,3.2711480884292525e-07,1.1479313477025217e-07,-8.373146300888982e-08,1.8239150856818763e-07,1.8250100917369184e-07,0.0,0.0,0.0,0.0,0.0,1
35,6.431655963072265e-06,0.0001309556616925547,0.0001330995470135788,0.707088395667321,0.7070960779230546,6.556715940132003e-05,2.8585137613654508e-06,7.682255733669649e-06,0.006405929339219975,9.826141054693737e-06,2.2689452980838266e-05,0.00024779741168836755,0.0,1.7865711008534067e-07,8.932855504267034e-06,1.6538288680599987e-07,5.159617339264639e-08,4.9863199424818583e-08,1.5543168577424638e-09,1.3399283256400552e-07,1.7865711008534067e-07,1.7865711008534067e-07,4.582018902358733e-07,1.9280675320409965e-07,2.91836389324404e-07,1.287939106605221e-07,-4.228813795720014e-08,1.4401549643979312e-07,1.7865711008534067e-07,0.0,0.0,0.0,0.0,0.0,1
36,8.568713190887162e-05,2.779042115963404e-05,5.558084231926808e-05,0.7050267737409058,0.7051170926096746,0.0007410778975902411,3.4738026449542546e-05,9.031886876881063e-05,0.0757404770021526,0.0001273727636483227,0.0002894835537461879,0.003133369985748738,0.0,2.315868429969503e-06,0.00016211079009786523,4.0990871210460207e-08,7.322775975563569e-07,7.125927159016161e-07,2.061122902672858e-08,1.8526947439756028e-06,2.315868429969503e-06,2.315868429969503e-06,5.801713590759599e-06,2.499285209623088e-06,3.6847782589244767e-06,1.6032757140678871e-06,-4.666474886388549e-07,1.7396803645930907e-06,2.315868429969503e-06,0.0,0.0,0.0,0.0,0.0,1
37,5.300577481059037e-05,0.00022597198735041158,0.00023992087545846169,0.7057635222701459,0.7058625593757131,0.0005272679704842937,4.742621956737033e-05,0.0001004319943779607,0.060430767950505435,0.00010740643843198575,0.00018830998945867632,0.001887284561019178,0.0,1.3948888108050098e-06,9.764221675635069e-05,3.3407587018779984e-07,6.522500079324226e-07,1.9640034456134537e-07,1.0322177199957073e-08,4.102367992577533e-07,1.3754998563348202e-06,1.3948888108050098e-06,3.595325909849913e-06,1.3948888108050098e-06,2.5823576554433145e-06,1.1983489773625838e-06,-1.4590536961020401e-07,1.3085451934161797e-06,1.3948888108050098e-06,0.0,0.0,0.0,0.0,0.0,1
38,1.620709563248523e-05,0.0,4.155665546791085e-06,0.7070781814554096,0.7070981286500342,8.726897648261279e-05,1.4960395968447907e-05,1.9947194624597208e-05,0.007236260416627316,3.0336358491574922e-05,4.155665546791085e-05,0.0005539502173872516,0.0,4.155665546791085e-07,1.662266218716434e-05,0.0,2.3375618700699854e-07,8.65625133396583e-08,3.116749160093314e-09,1.1544438888985634e-07,4.155665546791085e-07,4.155665546791085e-07,9.650286532758258e-07,4.155665546791085e-07,6.986504917265173e-07,3.290040413394502e-07,-1.4636254055798202e-07,3.182824242287292e-07,4.155665546791085e-07,0.0,0.0,0.0,0.0,0.0,1
39,0.0001534609626512235,0.00620365941517571,0.006249697703971078,0.7047234326869486,0.7048116727404731,0.0007711413373223981,8.440352945817293e-05,8.824005352445351e-05,0.08054014972342838,0.00030308540123616645,0.00048340203235135404,0.0062650438002362,0.0,3.836524066280588e-06,0.000959131016570147,1.879896792477488e-08,1.0423835888084357e-06,2.001514605378583e-06,2.839027809047635e-08,2.0924402257494325e-06,3.836524066280588e-06,3.836524066280588e-06,8.836282229457449e-06,4.14037677233001e-06,5.224194821054276e-06,1.8350094609020052e-06,-7.059204281956282e-07,1.75098958385046e-06,3.836524066280588e-06,0.0,0.0,0.0,0.0,0.0,1
40,0.00010139349046008335,0.002848909780732098,0.0028736399003565084,0.7026915110558518,0.7028250537018236,0.0009545826175022481,8.6555418685437e-05,0.00013354264597181708,0.11057331086466456,0.00022257107661969515,0.00032643757904221956,0.0041719711806380635,0.0,2.473011962441057e-06,0.0004946023924882114,1.5392026454233138e-06,7.053030116881896e-07,4.5800181544408383e-07,1.4590770578402238e-08,7.0653951766941e-07,2.473011962441057e-06,2.473011962441057e-06,6.396692742050038e-06,2.473011962441057e-06,4.284245923732887e-06,2.0150101469969734e-06,-2.3493613643190043e-07,2.052352627629833e-06,2.473011962441057e-06,0.0,0.0,0.0,0.0,0.0,1
