,Unnamed: 0,id,COMPACTNESS,CIRCULARITY,DISTANCE,RADIUS,PR.AXIS,MAX.LENGTH,SCATTER,ELONGATEDNESS,PR.AXIS.1,MAX.LENGTH.1,SCALED,SCALED.1,SCALED.2,SKEWNESS,SKEWNESS.1,KURTOSIS,KURTOSIS.1,HOLLOWS,binaryClass
25,25,0.0449928007294977,0.1470918485387426,0.0778721551087461,0.138439386859993,0.2664958197054867,0.1107515094879944,0.0155744310217492,0.2543823733552373,0.0778721551087461,0.0328793543792483,0.2561128656909872,0.2924532047417353,0.560679516782972,0.301105666420485,0.1228649558382438,0.0017304923357499,0.0069219693429996,0.3253325591209837,0.3443679748142327,0
26,26,0.0559195606888201,0.1719008717471139,0.0745594142517602,0.1118391213776403,0.2464602859988742,0.1180524058986204,0.01242656904196,0.2651001395618143,0.1097680265373137,0.0372797071258801,0.2588868550408342,0.2961665621667144,0.4929205719977484,0.2878821828054076,0.1698297769067872,0.01242656904196,0.00621328452098,0.3707259764184746,0.3790103557797813,0
28,28,0.037397661925017,0.1315366040121288,0.0580308547112333,0.109613836676774,0.2488878879837339,0.0825327711448651,0.0077374472948311,0.2475983134345954,0.042555960121571,0.0283706400810473,0.1882778841742236,0.2798376771630584,0.7350574930089552,0.2102006515095784,0.0980076657345273,0.0077374472948311,0.0090270218439696,0.251467037082011,0.2488878879837339,1
30,30,0.0515464601616218,0.1479882243349787,0.0714999286112818,0.141337068185092,0.2660462459954674,0.1064184983981869,0.0182906794121883,0.2577323008081091,0.0714999286112818,0.0315929917119617,0.2510811446582224,0.2876625034825991,0.5919528973399151,0.2893252925200708,0.1197208106979603,0.0083139451873583,0.014965101337245,0.3076159719322592,0.3259066513444476,0
31,31,0.0576066239904615,0.1584182159737692,0.0756086939874807,0.138615938977048,0.2718312569549903,0.1044120059827115,0.0144016559976153,0.2520289799582692,0.0846097289859903,0.0324037259946346,0.255629393957673,0.2970341549508172,0.5274606509126634,0.2844327059529037,0.115213247980923,0.0180020699970192,0.0198022769967211,0.3564409859409806,0.3690424349388941,0
32,32,0.0604003687129299,0.170219220918257,0.0640609971197741,0.1208007374258598,0.2818683873270062,0.1079885380019049,0.0109818852205327,0.2599046168859408,0.0841944533574174,0.0329456556615981,0.2342802180380311,0.2965109009543832,0.5564155178403241,0.2196377044106542,0.1171401090190155,0.0091515710171105,0.0237940846444875,0.3605718980741573,0.3697234690912679,0
33,33,0.0395967148639794,0.1176255353312331,0.0559012445138533,0.1246131908954647,0.2585432558765718,0.0791934297279589,0.0116460926070527,0.2422387262266979,0.0372674963425689,0.0279506222569266,0.1793498261486128,0.2701893484836246,0.7465145361120834,0.2375802891838767,0.0815226482493694,0.0058230463035263,0.0442551519068005,0.2212757595340028,0.2352510706624662,0
34,34,0.0555458998891388,0.1380712368672879,0.0603069770224935,0.1348971854450514,0.2809035508679305,0.0968085683782133,0.012696205688946,0.2602722166233933,0.06348102844473,0.031740514222365,0.2047263167342544,0.2951867822679948,0.6379843358695372,0.2063133424453727,0.0999826198004498,0.0015870257111182,0.0396756427779562,0.3142310908014138,0.3253402707792415,0
36,36,0.0644612998637003,0.1428601780763088,0.0766566809189949,0.1254382051401735,0.2055792806463955,0.0905942592679031,0.0121953810552946,0.2648139886292553,0.0766566809189949,0.0331017485786569,0.2561030021611877,0.3031423290887528,0.5923470798285975,0.3083689209695934,0.1428601780763088,0.003484394587227,0.003484394587227,0.3135955128504339,0.3223064993185015,1
37,37,0.0536913321112117,0.1271636813160277,0.0678206300352147,0.1215119621464264,0.4323565164744942,0.1780291538424388,0.069233559827615,0.2161782582372471,0.0621689108656135,0.0268456660556058,0.220417047614448,0.3843169035328838,0.4888737081705065,0.2825859584800615,0.1667257155032363,0.0,0.0211939468860046,0.2613920115940569,0.2741083797256597,0
38,38,0.0437082968897619,0.1187969094952504,0.0593984547476252,0.1098311050050428,0.1972476987845667,0.0605191803089011,0.0112072556127594,0.2420767212356046,0.0347424923995543,0.0268974134706227,0.191644070978187,0.2633705068998477,0.7744213628416798,0.2443181723581566,0.0829336915344201,0.0011207255612759,0.0100865300514835,0.2095756799586022,0.2207829355713616,0
39,39,0.0678595082977644,0.1374155043029729,0.0763419468349849,0.1153611641061995,0.2867064225580546,0.12384360264342,0.0101789262446646,0.2561696438240606,0.0746454591275408,0.032233266441438,0.24768720528684,0.2934923733878311,0.570019869701221,0.3155467135846045,0.1272365780583082,0.0118754139521087,0.0,0.3104572504622722,0.3206361767069368,1
41,41,0.0913777904986844,0.1914582277115293,0.0804994821059839,0.1109587456055454,0.2284444762467112,0.1131344072840855,0.0108783083927005,0.2589037397462727,0.124012715676786,0.0369862485351818,0.2784846948531336,0.2937143266029144,0.450361967457802,0.2719577098175133,0.1871069043544491,0.0174052934283208,0.0348105868566417,0.389443440458679,0.3981460871728395,0
42,42,0.0704110500203736,0.1539218302770957,0.080235847697635,0.1424595663202907,0.2243328802974693,0.0884231790953528,0.0180121290749792,0.2587196721678844,0.0704110500203736,0.0327493255908714,0.2652695372860587,0.2914689977587558,0.5993126583129473,0.3045687279951043,0.1228099709657679,0.0081873313977178,0.0081873313977178,0.2996563291564736,0.3176684582314529,0
43,43,0.069383199099123,0.1466508526413283,0.058344962878808,0.1198437075348489,0.2885710326168073,0.0993441259828353,0.0126151271089314,0.258610105733095,0.0630756355446573,0.0315378177723286,0.211303379074602,0.3011861597257387,0.6386408098896555,0.2191878335176842,0.105651689537301,0.0063075635544657,0.011038236220315,0.3027630506143552,0.3106475050574374,0
44,44,0.0503271018501017,0.1330872248924913,0.0603925222201221,0.1185482843580174,0.2460436090449418,0.0726947026723692,0.0134205604933604,0.2382149487571483,0.0346697812745145,0.0268411209867209,0.1867694668659331,0.249398749168282,0.7549065277515262,0.2594641695383023,0.0738130827134825,0.0223676008222674,0.0011183800411133,0.2147289678937674,0.2259127683049012,0
45,45,0.0746139018727573,0.1508498450905745,0.0746139018727573,0.1330073902949152,0.2351959950336915,0.0940783980134766,0.0178424547956593,0.2579045738645307,0.0697477778375774,0.0324408269011988,0.2595266152095906,0.2919674421107894,0.6017773390172383,0.3065658142163289,0.1248971835696154,0.0032440826901198,0.0064881653802397,0.2968335661459693,0.3146760209416286,0
46,46,0.0902038218114941,0.1746499528690631,0.0825269008062605,0.134346117591587,0.2552576234240153,0.1055576638219612,0.015353842010467,0.2494999326700901,0.0978807428167276,0.0345461445235509,0.2802076166910243,0.3051576099580333,0.4855652535810216,0.2993999192041082,0.134346117591587,0.0019192302513083,0.015353842010467,0.3646537477485932,0.3723306687538268,0
47,47,0.0859894755919531,0.1522730296940837,0.075240791142959,0.1182355289389356,0.2185565837962143,0.0967381600409473,0.0107486844489941,0.2651342164085222,0.0824065807756217,0.0340375007551481,0.2525940845513624,0.3081289542044989,0.5678888283885241,0.3117118490208302,0.1576473719185808,0.0107486844489941,0.0250802637143196,0.3224605334698244,0.3260434282861558,1
48,48,0.0812845117458452,0.1476392152118413,0.0779667765725454,0.1343682745186421,0.2438535352375357,0.1061675255455937,0.0182475434531489,0.2587833435173848,0.0729901738125957,0.033177351732998,0.2703954166239341,0.2820074897304834,0.5839213905007657,0.3118671062901817,0.1260739365853926,0.0099532055198994,0.0215652786264487,0.3052316359435821,0.3201614442234312,0
49,49,0.0771535119912961,0.1404193918241589,0.0694381607921665,0.1219025489462479,0.2715803622093624,0.0910411441497294,0.0138876321584333,0.2515204490916254,0.0617228095930369,0.0308614047965184,0.2283743954942365,0.2839249241279697,0.6234003768896728,0.2762095729288402,0.0956703548692072,0.0,0.0154307023982592,0.3070709777253586,0.3209586098837919,0
50,50,0.0964688362067388,0.1475405730220712,0.0718787407030603,0.1191673859024421,0.2175277679171562,0.0964688362067388,0.0113492748478516,0.2685995047324886,0.0889026529748377,0.0359393703515301,0.2459009550367853,0.306430420891994,0.5655721965846063,0.2761656879643897,0.1456490272140959,0.0037830916159505,0.007566183231901,0.3423697912435242,0.3499359744754253,0
51,51,0.087786628210568,0.1553148037571589,0.0641517667692612,0.1198625115951987,0.2937475636276701,0.1114214896518748,0.0118174307206533,0.2599834758543747,0.0725927887125851,0.0320758833846306,0.2245311836924145,0.3055649943483235,0.5993125579759936,0.2194665705264202,0.1181743072065339,0.006752817554659,0.0405169053279544,0.3190706294576417,0.3291998557896303,0
52,52,0.0596870690541425,0.1103647691944522,0.0619394112826007,0.1137432825371395,0.2567670140442358,0.0788319779960373,0.0101355400280619,0.2364959339881119,0.0349113045411022,0.0270281067414985,0.1891967471904895,0.2657763829580686,0.7443991065054381,0.2759119229861306,0.0810843202244955,0.0011261711142291,0.0067570266853746,0.2117201694750716,0.2218557095031336,0
53,53,0.0901812963383977,0.1686724246329292,0.0701410082631982,0.1035414883885307,0.2922542010966595,0.1118916084198639,0.0100201440375997,0.2488335769337272,0.0718110322694649,0.0317304561190658,0.2321333368710609,0.2822340570590597,0.5694781861369194,0.2755539610339932,0.1085515604073306,0.0116901680438663,0.0183702640689328,0.3373448492658584,0.3490350173097247,1
55,55,0.1060862950959485,0.1780734239110564,0.0681983325616811,0.1250302763630821,0.2860541171337182,0.1155582857295153,0.0151551850137069,0.2519549508528776,0.0947199063356683,0.0340991662808405,0.2557437471063044,0.2917373115138584,0.502015503579042,0.2254333770788905,0.1174526838562287,0.0170495831404202,0.00568319438014,0.3807740234693866,0.3940348103563801,0
57,57,0.0974283675914468,0.1495021502696339,0.0789505737378965,0.1411031530634747,0.2234133256838349,0.0923889692677513,0.0184777938535502,0.2637285122733992,0.073911175414201,0.0335959888246368,0.2687679105970947,0.2838861055681813,0.5946490021960721,0.2956447016568042,0.1243051586511563,0.0083989972061592,0.0151181949710865,0.3057234983041952,0.3225214927165137,0
58,58,0.0678837493282346,0.1231112064088323,0.0609803171931599,0.1185089183187824,0.2542764169752518,0.0759377534858218,0.0126562922476369,0.2404695527051023,0.0368183047203984,0.0276137285402988,0.1875432396695295,0.2554269889977642,0.7513235307006307,0.2439212687726397,0.0759377534858218,0.0,0.0011505720225124,0.2197592562998782,0.2312649765250027,0
59,59,0.1210708862823993,0.1715170889000657,0.0786960760835596,0.1372136711200526,0.2401239244600921,0.1049281014447461,0.0100892405235332,0.258284557402452,0.1069459495494527,0.0363212658847198,0.2724094941353986,0.2986415194965851,0.4863013932343042,0.2865344308683452,0.1513386078529992,0.0161427848376532,0.0161427848376532,0.3672483550566114,0.3773375955801447,0
60,60,0.0770539908147959,0.1301075582610489,0.0631590088645868,0.1237916573745902,0.2677941975858484,0.0795803511693794,0.0113686215956256,0.2437937742173053,0.042948126027919,0.0277899639004182,0.2033720085439697,0.2703205579404318,0.7162231605244151,0.2336883327989714,0.0808435313466712,0.0063159008864586,0.0063159008864586,0.250109675103764,0.2576887561675144,0
61,61,0.12389869228763,0.1538741823572179,0.0759379081762894,0.1258970582922692,0.2697794106262913,0.1179035942737124,0.0099918300231959,0.2597875806030953,0.1039150322412381,0.0359705880835055,0.2597875806030953,0.2897630706726832,0.493596403145881,0.277772874644848,0.1578709143664963,0.0259787580603095,0.041965686097423,0.3657009788489726,0.3736944428675294,0
62,62,0.1213118698538682,0.1848561826344658,0.0770234094310274,0.134790966504298,0.2310702282930823,0.0962792617887843,0.0154046818862054,0.263805177301269,0.0962792617887843,0.0346605342439623,0.2715075182443717,0.3119448081956611,0.5179824284236596,0.2676563477728204,0.1540468188620549,0.0192558523577568,0.0250326080650839,0.3523820981469506,0.3523820981469506,0
63,63,0.1109702200466721,0.1439145041230279,0.0728242069056285,0.1144380394231306,0.2704899113637633,0.1161719491113598,0.0121373678176047,0.2600864532343878,0.0780259359703163,0.0329442840763557,0.2496829951050122,0.3017002857518898,0.5773919261803409,0.275691640428451,0.1352449556818816,0.006935638752917,0.0034678193764585,0.3155715632577238,0.3259750213870994,1
64,64,0.0873315196677017,0.1249512512168655,0.0604602828468704,0.1155463183295746,0.2700559300493546,0.092705767031868,0.0094049328872909,0.247215378751648,0.0470246644364547,0.0295583605029144,0.1948164669510269,0.2727430537314377,0.7026828428647387,0.2458718169106064,0.0967364525549927,0.0,0.0053742473641662,0.2606509971620637,0.2646816826851884,1
65,65,0.1176268780711097,0.1586180628534662,0.0730712424381136,0.1336669068989883,0.2548582358207378,0.0998046238179113,0.0124755779772389,0.2602049120966974,0.0819823695647128,0.033862283081077,0.2441648832688187,0.3029783223043736,0.5649654598263909,0.2780271663498958,0.1354491323243082,0.0320800576557572,0.0089111271265992,0.3279294782588515,0.3350583799601309,0
66,66,0.1187982477056892,0.1436217621516542,0.0762436515126065,0.120571355880401,0.2216385218389725,0.1010671659585714,0.0141848653976942,0.2641931180320552,0.0815629760367419,0.0336890553195238,0.2588737935079199,0.2996552815262909,0.572713940431905,0.3049746060504262,0.1471679785010777,0.0106386490482706,0.031915947144812,0.3173863632734087,0.3262519041469676,1
67,67,0.0715847378362578,0.1031662398228421,0.0578994203087379,0.1063243900215005,0.2305449645020655,0.0726374545691439,0.0115798840617475,0.2368612648993824,0.0315815019865843,0.0263179183221536,0.1873835784537336,0.2431775652966993,0.7874321161988359,0.2273868143034071,0.0779010382335746,0.0063163003973168,0.014738034260406,0.1968580290497089,0.2052797629127981,0
68,68,0.1204784913975444,0.1501615979737509,0.0768268640795935,0.1361930772320067,0.2863546752057577,0.1187324263048263,0.0157145858344623,0.2479412431659609,0.0803189942650296,0.0314291716689246,0.2566715686295511,0.2933389355766298,0.5325498532790006,0.2985771308547839,0.1222245564902624,0.001746065092718,0.0192067160198983,0.3317523676164265,0.350959083636325,0
69,69,0.0889860306256428,0.1245804428759,0.06229022143795,0.1067832367507714,0.2783991529573685,0.0940709466613939,0.0088986030625642,0.2415335116981735,0.0432217863038836,0.0279670381966306,0.1957692673764143,0.2644156338590531,0.7093457869872677,0.2656868628679909,0.0940709466613939,0.005084916035751,0.0088986030625642,0.2478896567428623,0.2478896567428623,1
70,70,0.0804995388356555,0.1088444468763792,0.0623587976895922,0.1111120395196371,0.182541207782261,0.0612250013679633,0.0113379632162895,0.2437662091502244,0.0351476859704974,0.0272111117190948,0.1984143562850663,0.2562379686881428,0.7743828876725732,0.2505689870799981,0.0861685204438002,0.0034013889648868,0.0068027779297737,0.2097523195013558,0.2188226900743874,0
71,71,0.0764926667664863,0.1030526205048497,0.0626814908225374,0.1147390001497295,0.2411643799443389,0.0743678704674173,0.0116863796448798,0.2379771854957353,0.0318719444860359,0.0265599537383633,0.1976060558134231,0.2390395836452699,0.7776754454592781,0.2316027965985281,0.0743678704674173,0.0106239814953453,0.0265599537383633,0.1976060558134231,0.2103548336078375,0
73,73,0.1546338241780594,0.152544177905383,0.0773169120890297,0.1107512524518534,0.2319507362670892,0.1128408987245298,0.0125378776360588,0.2632954303572364,0.1149305449972063,0.0376136329081766,0.2674747229025893,0.2821022468113247,0.4743497038975608,0.3071780020834425,0.1713509943594713,0.0020896462726764,0.0313446940901471,0.3677777439910603,0.3844949141724721,0
75,75,0.0953610439142387,0.1267298083597119,0.0665017806244033,0.1292393095153498,0.2547143672972428,0.0790492864025926,0.0112927552003703,0.2446763626746914,0.0426615196458436,0.0276045127120164,0.2032695936066667,0.2634976213419753,0.7164625799346092,0.2634976213419753,0.0853230392916872,0.0062737528890946,0.0062737528890946,0.2396573603634156,0.2484406144081481,0
77,77,0.1369458339138215,0.1509915604690853,0.0702286327763187,0.108854380803294,0.2458002147171156,0.108854380803294,0.0122900107358557,0.2633573729111953,0.0790072118733586,0.0333586005687514,0.2335102039812598,0.2896931102023148,0.5793862204046297,0.3037388367575786,0.1439686971914534,0.0035114316388159,0.0052671474582239,0.3160288474934344,0.3248074265904742,0
78,78,0.0900747233043263,0.1185793825778473,0.0592896912889236,0.1071775188684389,0.2371587651556946,0.0752523004820954,0.0057009318547041,0.2371587651556946,0.035345777499166,0.0273644729025801,0.1835700057214751,0.2588223062035705,0.7593641230465991,0.248560628865103,0.0866541641915037,0.0125420500803492,0.0045607454837633,0.220055969591582,0.2177755968497003,1
79,79,0.1396413640407866,0.1553510174953751,0.0768027502224326,0.1186951594346686,0.1972434267076111,0.0872758525254916,0.0122186193535688,0.2618275575764749,0.0785482672729424,0.0331648239596868,0.2565910064249455,0.2984834156371815,0.5725295925672254,0.3299027225463585,0.1536055004448653,0.010473102303059,0.0087275852525491,0.3124475520412602,0.3176841031927896,1
80,80,0.1354905357198183,0.1455268716990641,0.0769452425075511,0.118763309087742,0.2659629034500138,0.1103996957717038,0.0100363359792458,0.2525811221443527,0.0735997971811358,0.031781730600945,0.2442175088283145,0.2927264660613359,0.5737438734802184,0.3161445833462428,0.1221087544141572,0.0033454453264152,0.0,0.3111264153566199,0.3178173060094504,1
81,81,0.0933361601742501,0.1126863397225703,0.0580505386449604,0.1047186187320855,0.2310639087240583,0.07398598062593,0.0056912292789176,0.2378933838587595,0.0352856215292897,0.0273179005388049,0.1809810910695826,0.264073038541781,0.7637629692307545,0.2435846131376773,0.088783176751116,0.0056912292789176,0.0125207044136189,0.2174049584546558,0.2151284667430888,1
82,82,0.1646336136654817,0.1864525263199431,0.0714073505055101,0.1348805509548524,0.2519092642833274,0.1071110257582652,0.0138847625982936,0.2519092642833274,0.1031439507301813,0.035703675252755,0.2618269518535371,0.3074483146765019,0.4800160783981514,0.2300903516288659,0.1309134759267685,0.0019835375140419,0.0039670750280838,0.3867898152381799,0.3887733527522218,0
84,84,0.1421724761825872,0.1488629456500031,0.0669046946741587,0.1271189198809015,0.3144520649685459,0.1271189198809015,0.0117083215679777,0.2508926050280951,0.0735951641415745,0.0317797299702253,0.2274759618921396,0.2910354218325903,0.5720351394640569,0.2475473702943872,0.1204284504134856,0.0050178521005619,0.0133809389348317,0.3228151518028158,0.3295056212702316,1
85,85,0.0731996812918943,0.0936274993268416,0.0493672269177892,0.0902228629876837,0.1532086352621044,0.0434091133242629,0.0051069545087368,0.2221525211300514,0.0221301362045261,0.0238324543741051,0.1455482034989992,0.2366222255714724,0.8494567666198901,0.2187478847908935,0.0706462040375259,0.0076604317631052,0.011065068102263,0.1540597943468939,0.1549109534316833,1
86,86,0.1494763723935203,0.1529126108393484,0.0704428881394751,0.1443220147247782,0.2422548104308778,0.0996509149290135,0.0154630730062262,0.25599976421419,0.0773153650311312,0.0326442652353665,0.2491272873225339,0.2955165063412126,0.5669793435616289,0.2783353141120723,0.1237045840498099,0.0068724768916561,0.0309261460124524,0.3230064139078371,0.3436238445828053,0
87,87,0.184524088125295,0.1803303588497201,0.0775839915981354,0.1258118782672466,0.241139433345556,0.1132306904405219,0.0104843231889372,0.2495268918967058,0.1174244197160968,0.0356466988423865,0.2767861321879425,0.2956579139280296,0.4382447092975757,0.2704955382745803,0.1509742539206959,0.0041937292755748,0.0167749171022995,0.3900168226284645,0.3984042811796143,0
88,88,0.1299883834534587,0.1329094707220757,0.061342832640958,0.122685665281916,0.3052536195704816,0.1095407725731393,0.0087632618058511,0.2497529614667577,0.0555006581037239,0.0292108726861704,0.2015550215345764,0.2760427468843112,0.651402460901602,0.2351475251236724,0.1007775107672882,0.0043816309029255,0.0175265236117022,0.2862665523244708,0.2935692704960134,1
89,89,0.1867139550826922,0.1659679600735042,0.0767601815339957,0.1182521715523717,0.2406535421065811,0.1141029725505341,0.0124475970055128,0.2593249376148504,0.1120283730496153,0.0373427910165384,0.2593249376148504,0.29459312913047,0.4750832857104059,0.273847134121282,0.168042559574423,0.0165967960073504,0.010372997504594,0.369278711163547,0.3817263081690598,0
90,90,0.0988687236852052,0.1129928270688059,0.0597558220075416,0.1162522355419446,0.2411962270122589,0.0738799253911423,0.0119511644015083,0.2368503490480741,0.0336805542224325,0.026075267785109,0.1879592219509946,0.252060921922721,0.7637880522054867,0.2488015134495824,0.077139333864281,0.0032594084731386,0.0108646949104621,0.2042562643166877,0.2162074287181961,0
